38.9 -106.95 basin centroid
Elevation: 2800.0 m  Area: 320.0 km2

Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1995 1 29 12 37044.7 0.612 129.22 113.72 -15.11 -24.78 82.4
1995 1 30 12 37133.6 0.618 103.77 113.72 -13.28 -25.55 65.8
1995 1 31 12 37224.2 4.259 120.58 113.72 -14.80 -25.84 77.5
1995 2 1 12 37316.7 4.265 139.85 113.72 -14.76 -24.26 136.8
1995 2 2 12 37410.8 2.664 130.18 113.72 -11.32 -20.54 175.8
1995 2 3 12 37506.7 0.454 127.00 113.72 -15.20 -26.07 50.0
1995 2 4 12 37604.3 0.661 104.50 113.72 -14.63 -24.55 65.5
1995 2 5 12 37703.6 3.979 159.74 113.72 -12.82 -23.00 139.5
1995 2 6 12 37804.5 0.323 136.87 113.72 -13.49 -24.68 84.7
1995 2 7 12 37906.9 0.124 153.82 113.72 -15.41 -25.83 91.8
1995 2 8 12 38011.0 1.601 132.63 113.72 -10.60 -22.09 94.4
1995 2 9 12 38116.5 2.736 128.89 113.72 -14.40 -26.45 85.2
1995 2 10 12 38223.6 0.177 120.57 113.72 -13.50 -23.90 112.5
1995 2 11 12 38332.2 4.223 145.95 113.72 -12.40 -22.75 92.5
1995 2 12 12 38442.2 2.433 154.89 113.72 -9.73 -21.47 181.4
1995 2 13 12 38553.6 0.584 149.16 113.72 -13.50 -24.41 126.7
1995 2 14 12 38666.4 3.048 168.50 113.72 -14.17 -25.92 57.3
1995 2 15 12 38780.5 0.065 137.77 113.72 -11.96 -23.13 156.9
1995 2 16 12 38896.0 1.797 127.65 113.72 -9.48 -20.63 146.5
1995 2 17 12 39012.7 1.897 141.99 113.72 -12.31 -22.51 80.9
1995 2 18 12 39130.6 2.827 151.37 113.72 -12.84 -24.04 114.1
1995 2 19 12 39249.8 3.211 136.56 113.72 -11.72 -23.53 102.8
1995 2 20 12 39370.1 5.857 141.05 113.72 -15.31 -24.74 67.9
1995 2 21 12 39491.6 2.666 146.12 113.72 -13.01 -23.41 148.8
1995 2 22 12 39614.2 0.311 151.55 113.72 -14.71 -24.80 110.5
1995 2 23 12 39737.8 0.842 147.40 113.72 -12.40 -22.71 195.0
1995 2 24 12 39862.5 0.179 149.79 113.72 -12.51 -22.56 161.4
1995 2 25 12 39988.1 14.628 157.42 113.72 -15.57 -26.02 96.1
1995 2 26 12 40114.7 12.912 160.68 113.72 -11.22 -21.65 140.8
1995 2 27 12 40242.2 0.300 143.00 113.72 -10.44 -21.13 113.1
1995 2 28 12 40370.6 6.926 124.16 113.72 -11.52 -22.67 205.9
1995 3 1 12 40499.8 4.272 137.42 113.72 -13.39 -23.48 145.1
1995 3 2 12 40629.8 8.104 161.21 113.72 -9.07 -20.08 246.6
1995 3 3 12 40760.6 0.901 144.64 113.72 -7.98 -18.69 190.8
1995 3 4 12 40892.1 4.295 160.90 113.72 -10.08 -20.59 218.4
1995 3 5 12 41024.3 1.215 157.38 113.72 -11.07 -21.51 178.5
1995 3 6 12 41157.2 0.615 160.58 113.72 -10.91 -22.52 181.5
1995 3 7 12 41290.6 3.075 168.28 113.72 -9.59 -20.23 212.7
1995 3 8 12 41424.6 5.727 180.10 113.72 -9.96 -21.57 161.6
1995 3 9 12 41559.2 5.239 163.34 113.72 -9.29 -19.94 209.6
1995 3 10 12 41694.2 7.391 149.31 113.72 -9.11 -19.28 203.7
1995 3 11 12 41829.7 1.004 170.96 113.72 -10.73 -20.09 223.3
1995 3 12 12 41965.5 12.847 178.35 113.72 -10.70 -21.04 155.4
1995 3 13 12 42101.8 2.973 135.21 113.72 -9.72 -19.83 182.3
1995 3 14 12 42238.3 0.561 159.55 113.72 -8.44 -20.11 193.1
1995 3 15 12 42375.2 6.874 172.19 113.72 -11.31 -21.68 184.9
1995 3 16 12 42512.3 2.543 165.92 113.72 -9.14 -20.84 184.9
1995 3 17 12 42649.6 1.420 176.51 113.72 -8.68 -18.52 219.8
1995 3 18 12 42787.0 2.556 166.51 113.72 -9.19 -20.84 214.9
1995 3 19 12 42924.6 0.117 191.30 113.72 -6.18 -17.76 262.5
1995 3 20 12 43062.3 10.653 179.39 113.72 -6.26 -16.45 257.2
1995 3 21 12 43200.0 4.742 153.00 113.72 -7.30 -16.76 233.6
1995 3 22 12 43337.7 2.944 192.35 113.72 -5.09 -15.04 293.9
1995 3 23 12 43475.4 1.930 194.68 113.72 -6.25 -17.33 234.7
1995 3 24 12 43613.0 7.591 183.57 113.72 -7.18 -18.77 201.5
1995 3 25 12 43750.4 11.084 157.91 113.72 -7.91 -19.05 241.5
1995 3 26 12 43887.7 0.451 200.41 113.72 -7.60 -18.30 267.8
1995 3 27 12 44024.8 2.910 172.92 113.72 -6.25 -17.11 256.0
1995 3 28 12 44161.7 3.913 184.20 113.72 -7.19 -18.81 223.7
1995 3 29 12 44298.2 7.444 182.37 113.72 -8.71 -18.48 208.1
1995 3 30 12 44434.5 5.342 170.75 113.72 -6.82 -16.57 236.7
1995 3 31 12 44570.3 4.143 193.80 113.72 -4.51 -13.80 347.9
1995 4 1 12 44705.8 2.589 198.10 113.72 -9.72 -21.84 125.0
1995 4 2 12 44840.8 0.353 198.11 113.72 -3.55 -15.00 281.4
1995 4 3 12 44975.4 3.075 194.61 113.72 -4.60 -15.20 276.5
1995 4 4 12 45109.4 1.972 187.92 113.72 -5.62 -16.41 284.5
1995 4 5 12 45242.8 0.433 222.46 113.72 -4.63 -15.79 278.2
1995 4 6 12 45375.7 10.746 204.54 113.72 -3.42 -14.91 284.8
1995 4 7 12 45507.9 2.771 189.05 113.72 -4.61 -16.21 316.6
1995 4 8 12 45639.4 5.058 211.00 113.72 -3.04 -12.22 404.6
1995 4 9 12 45770.2 2.043 211.17 113.72 -2.98 -14.92 313.2
1995 4 10 12 45900.2 0.678 216.23 113.72 -3.79 -15.84 287.5
1995 4 11 12 46029.4 5.355 207.81 113.72 -5.52 -17.27 239.5
1995 4 12 12 46157.8 11.117 200.24 113.72 -3.79 -14.44 310.6
1995 4 13 12 46285.3 6.986 190.31 113.72 -6.50 -17.52 213.4
1995 4 14 12 46411.9 4.113 204.16 113.72 -2.57 -13.04 368.9
1995 4 15 12 46537.5 1.920 188.53 113.72 -3.66 -15.03 295.5
1995 4 16 12 46662.2 3.344 219.13 113.72 -3.75 -14.48 289.8
1995 4 17 12 46785.8 5.063 191.77 113.72 -1.64 -12.37 342.7
1995 4 18 12 46908.4 1.707 211.75 113.72 -4.32 -13.86 344.0
1995 4 19 12 47029.9 4.951 229.23 113.72 -2.04 -11.42 364.0
1995 4 20 12 47150.2 2.049 215.87 113.72 -2.51 -13.43 307.8
1995 4 21 12 47269.4 0.702 219.81 113.72 -2.06 -12.18 293.7
1995 4 22 12 47387.3 2.151 228.53 113.72 -1.16 -11.83 361.0
1995 4 23 12 47504.0 2.823 230.74 113.72 1.35 -8.83 434.7
1995 4 24 12 47619.5 6.047 239.76 113.72 -0.58 -11.07 363.9
1995 4 25 12 47733.6 3.401 233.79 113.72 1.07 -9.14 393.3
1995 4 26 12 47846.4 0.182 231.83 113.72 1.33 -8.79 390.5
1995 4 27 12 47957.8 4.804 198.16 113.72 0.60 -9.86 391.4
1995 4 28 12 48067.8 1.695 232.30 113.72 -3.12 -13.81 290.4
1995 4 29 12 48176.4 0.308 254.64 113.72 -0.51 -10.47 356.9
1995 4 30 12 48283.5 4.680 240.55 113.72 -1.58 -12.49 335.9
1995 5 1 12 48389.0 5.360 246.44 113.72 4.55 -6.71 522.4
1995 5 2 12 48493.1 2.838 222.82 113.72 -1.04 -13.09 408.3
1995 5 3 12 48595.5 3.405 232.92 113.72 -1.58 -12.04 394.5
1995 5 4 12 48696.4 2.707 243.43 113.72 -3.29 -13.54 348.6
1995 5 5 12 48795.7 4.396 242.60 113.72 -0.49 -12.67 288.5
1995 5 6 12 48893.3 1.923 248.78 113.72 1.45 -9.84 483.4
1995 5 7 12 48989.2 0.654 220.88 113.72 3.09 -7.11 469.6
1995 5 8 12 49083.3 0.849 226.94 113.72 0.05 -10.86 349.8
1995 5 9 12 49175.8 1.591 220.35 113.72 3.61 -7.14 537.7
1995 5 10 12 49266.4 1.787 244.54 113.72 1.95 -8.12 434.7
1995 5 11 12 49355.3 8.173 238.74 113.72 1.52 -9.37 437.6
1995 5 12 12 49442.4 2.250 239.51 113.72 2.70 -7.80 434.6
1995 5 13 12 49527.6 3.175 233.07 113.72 4.75 -6.91 478.8
1995 5 14 12 49610.9 1.896 231.46 113.72 2.89 -7.62 468.1
1995 5 15 12 49692.3 2.507 244.95 113.72 1.34 -10.53 415.3
1995 5 16 12 49771.8 3.068 262.33 113.72 3.83 -8.01 478.3
1995 5 17 12 49849.4 5.704 270.00 113.72 3.99 -7.21 460.4
1995 5 18 12 49924.9 5.542 270.81 113.72 3.28 -7.08 464.6
1995 5 19 12 49998.5 0.250 240.96 113.72 5.28 -5.48 488.9
1995 5 20 12 50070.1 0.816 230.96 113.72 0.49 -10.94 349.9
1995 5 21 12 50139.7 1.437 262.65 113.72 4.64 -5.46 463.7
1995 5 22 12 50207.1 4.990 269.19 113.72 5.46 -5.09 489.0
1995 5 23 12 50272.5 2.634 256.99 113.72 2.28 -7.68 484.2
1995 5 24 12 50335.9 1.591 251.01 113.72 2.40 -9.11 432.0
1995 5 25 12 50397.0 0.370 242.57 113.72 6.30 -3.35 530.1
1995 5 26 12 50456.1 4.036 261.64 113.72 6.73 -2.80 536.0
1995 5 27 12 50513.0 5.452 261.77 113.72 7.18 -2.89 507.1
1995 5 28 12 50567.8 0.593 257.92 113.72 4.26 -6.15 450.1
1995 5 29 12 50620.3 0.132 237.61 113.72 5.77 -4.64 511.9
1995 5 30 12 50670.7 1.769 239.80 113.72 6.13 -4.41 512.0
1995 5 31 12 50718.8 1.802 253.78 113.72 3.22 -8.68 449.8
1995 6 1 12 50764.8 6.545 271.28 113.72 6.18 -5.10 491.4
1995 6 2 12 50808.5 0.906 269.73 113.72 6.30 -4.58 525.4
1995 6 3 12 50849.9 0.711 250.51 113.72 7.36 -4.26 468.8
1995 6 4 12 50889.0 0.667 229.49 113.72 5.54 -4.12 489.2
1995 6 5 12 50925.9 0.376 277.29 113.72 8.42 -1.98 568.2
1995 6 6 12 50960.5 1.448 276.22 113.72 6.80 -2.57 549.1
1995 6 7 12 50992.8 3.802 259.79 113.72 9.39 -0.78 606.6
1995 6 8 12 51022.8 3.915 251.78 113.72 8.08 -3.83 558.6
1995 6 9 12 51050.5 0.388 253.90 113.72 7.52 -2.24 591.9
1995 6 10 12 51075.8 4.328 272.72 113.72 5.46 -5.70 533.6
1995 6 11 12 51098.8 1.745 267.04 113.72 5.38 -4.32 568.1
1995 6 12 12 51119.5 3.240 252.77 113.72 9.89 0.30 595.3
1995 6 13 12 51137.8 0.878 292.40 113.72 8.93 -0.79 653.3
1995 6 14 12 51153.7 1.651 236.59 113.72 7.31 -2.63 634.1
1995 6 15 12 51167.4 1.267 250.65 113.72 7.23 -3.22 496.5
1995 6 16 12 51178.6 1.776 251.10 113.72 8.31 -2.50 532.3
1995 6 17 12 51187.5 1.197 261.47 113.72 6.07 -3.22 546.4
1995 6 18 12 51194.0 1.922 276.93 113.72 7.50 -3.09 545.2
1995 6 19 12 51198.1 0.016 272.41 113.72 9.22 -1.88 511.7
1995 6 20 12 51199.9 0.771 261.90 113.72 9.53 -0.92 553.2
1995 6 21 12 51199.3 1.301 240.09 113.72 7.96 -1.92 568.1
1995 6 22 12 51196.4 2.591 274.29 113.72 11.01 1.10 615.4
1995 6 23 12 51191.0 0.016 242.88 113.72 10.27 -1.40 590.7
1995 6 24 12 51183.3 3.906 253.81 113.72 7.64 -2.29 612.8
1995 6 25 12 51173.3 1.470 258.60 113.72 6.97 -3.28 497.1
1995 6 26 12 51160.8 3.542 247.50 113.72 9.86 -1.21 645.1
1995 6 27 12 51146.1 1.986 247.06 113.72 8.38 -3.08 594.8
1995 6 28 12 51128.9 4.582 272.59 113.72 8.17 -1.49 518.5
1995 6 29 12 51109.4 2.064 280.91 113.72 9.54 -0.04 563.5
1995 6 30 12 51087.6 0.108 257.77 113.72 10.36 0.81 604.1
1995 7 1 12 51063.4 2.439 231.95 113.72 10.54 -1.31 545.2
1995 7 2 12 51036.9 1.497 262.58 113.72 9.50 -1.47 588.0
1995 7 3 12 51008.1 0.608 247.64 113.72 6.03 -4.72 524.6
1995 7 4 12 50976.9 1.529 263.18 113.72 10.97 1.37 631.6
1995 7 5 12 50943.5 1.966 261.87 113.72 8.38 -1.77 575.7
1995 7 6 12 50907.8 1.578 228.85 113.72 10.10 -0.88 578.5
1995 7 7 12 50869.7 0.155 250.84 113.72 9.51 -1.16 588.6
1995 7 8 12 50829.4 4.406 265.54 113.72 13.10 2.87 714.8
1995 7 9 12 50786.9 2.527 254.47 113.72 12.86 2.66 581.6
1995 7 10 12 50742.1 1.146 238.98 113.72 9.12 -0.33 593.9
1995 7 11 12 50695.1 0.831 264.79 113.72 7.83 -1.80 577.9
1995 7 12 12 50645.8 3.969 229.48 113.72 7.98 -1.82 560.6
1995 7 13 12 50594.3 1.435 257.45 113.72 10.31 -1.10 587.4
1995 7 14 12 50540.7 0.160 245.32 113.72 9.12 -2.24 591.1
1995 7 15 12 50484.8 3.842 259.36 113.72 8.28 -3.31 518.3
1995 7 16 12 50426.8 0.647 248.85 113.72 9.18 -1.28 640.7
1995 7 17 12 50366.7 0.151 258.96 113.72 10.66 -0.52 545.1
1995 7 18 12 50304.5 1.379 271.46 113.72 9.87 -0.45 609.6
1995 7 19 12 50240.1 0.463 260.81 113.72 9.27 -0.93 580.9
1995 7 20 12 50173.7 0.905 259.88 113.72 9.46 -1.14 585.0
1995 7 21 12 50105.1 1.550 257.80 113.72 9.76 -0.32 616.5
1995 7 22 12 50034.6 1.152 222.59 113.72 10.33 -0.96 562.2
1995 7 23 12 49962.0 2.867 248.83 113.72 10.41 -1.55 602.1
1995 7 24 12 49887.4 0.164 250.92 113.72 7.50 -3.84 582.5
1995 7 25 12 49810.8 2.154 254.40 113.72 10.21 0.10 593.4
1995 7 26 12 49732.3 1.047 244.06 113.72 9.40 0.09 586.4
1995 7 27 12 49651.8 1.620 255.25 113.72 8.40 -1.19 614.1
1995 7 28 12 49569.5 0.571 229.31 113.72 9.33 -1.60 597.5
1995 7 29 12 49485.2 1.179 272.74 113.72 11.60 1.59 584.9
1995 7 30 12 49399.1 3.257 250.36 113.72 11.04 -0.84 599.8
1995 7 31 12 49311.1 1.572 227.31 113.72 9.94 0.41 631.4
1995 8 1 12 49221.3 0.182 260.55 113.72 8.41 -1.94 559.6
1995 8 2 12 49129.8 2.380 222.56 113.72 7.67 -2.46 595.8
1995 8 3 12 49036.5 0.814 238.51 113.72 8.25 -4.04 471.0
1995 8 4 12 48941.4 0.015 239.14 113.72 9.63 -0.76 520.2
1995 8 5 12 48844.7 0.299 230.30 113.72 9.61 0.32 638.4
1995 8 6 12 48746.2 0.210 233.63 113.72 8.53 -2.00 535.6
1995 8 7 12 48646.2 0.741 235.41 113.72 10.76 -0.07 597.5
1995 8 8 12 48544.5 2.300 217.35 113.72 9.96 -1.01 545.8
1995 8 9 12 48441.3 1.764 236.51 113.72 5.34 -6.00 505.5
1995 8 10 12 48336.4 0.384 231.41 113.72 9.41 -1.28 584.6
1995 8 11 12 48230.1 1.284 259.46 113.72 10.30 -1.43 567.4
1995 8 12 12 48122.3 0.448 251.48 113.72 9.40 -1.01 542.9
1995 8 13 12 48013.0 0.574 217.13 113.72 9.88 0.01 595.4
1995 8 14 12 47902.3 1.099 224.91 113.72 8.53 -2.57 558.6
1995 8 15 12 47790.2 0.131 215.50 113.72 8.74 -1.71 549.8
1995 8 16 12 47676.7 0.620 220.94 113.72 8.68 -2.13 542.5
1995 8 17 12 47561.9 0.626 236.51 113.72 8.93 -1.51 570.1
1995 8 18 12 47445.8 0.306 220.92 113.72 7.69 -2.34 573.4
1995 8 19 12 47328.5 1.193 213.80 113.72 10.10 -0.33 606.1
1995 8 20 12 47209.9 1.196 229.18 113.72 10.49 0.42 643.7
1995 8 21 12 47090.2 0.214 189.85 113.72 7.46 -2.89 539.6
1995 8 22 12 46969.3 0.118 211.90 113.72 6.39 -3.68 556.8
1995 8 23 12 46847.3 0.705 237.02 113.72 6.01 -4.49 475.1
1995 8 24 12 46724.2 0.246 236.51 113.72 8.52 -1.97 572.5
1995 8 25 12 46600.0 0.463 233.58 113.72 8.68 -1.53 579.8
1995 8 26 12 46474.8 1.689 194.28 113.72 8.29 -2.53 620.2
1995 8 27 12 46348.7 0.153 192.91 113.72 8.30 -2.10 537.8
1995 8 28 12 46221.7 0.294 202.81 113.72 6.58 -4.90 466.0
1995 8 29 12 46093.7 0.021 209.13 113.72 4.31 -7.90 419.0
1995 8 30 12 45964.9 0.377 196.65 113.72 6.42 -4.27 495.7
1995 8 31 12 45835.3 1.625 181.14 113.72 9.51 -1.89 574.6
1995 9 1 12 45704.9 0.063 218.97 113.72 7.29 -1.92 523.7
1995 9 2 12 45573.7 2.635 215.15 113.72 7.39 -4.01 530.2
1995 9 3 12 45441.8 0.241 193.56 113.72 7.97 -2.18 557.4
1995 9 4 12 45309.3 0.228 211.77 113.72 5.21 -6.12 504.9
1995 9 5 12 45176.2 2.528 213.91 113.72 6.65 -4.13 536.0
1995 9 6 12 45042.4 0.332 162.73 113.72 6.94 -4.72 530.4
1995 9 7 12 44908.2 0.442 206.73 113.72 4.62 -7.11 472.4
1995 9 8 12 44773.4 0.624 194.82 113.72 6.41 -4.13 552.5
1995 9 9 12 44638.1 1.083 156.68 113.72 7.65 -3.43 486.6
1995 9 10 12 44502.5 0.606 208.30 113.72 4.94 -5.23 451.8
1995 9 11 12 44366.4 1.126 192.86 113.72 2.80 -6.97 460.0
1995 9 12 12 44230.0 1.246 166.36 113.72 5.48 -6.56 471.3
1995 9 13 12 44093.3 0.970 194.90 113.72 4.07 -5.86 452.1
1995 9 14 12 43956.3 0.389 190.28 113.72 5.16 -6.41 488.6
1995 9 15 12 43819.1 3.120 194.30 113.72 3.45 -7.61 408.6
1995 9 16 12 43681.7 3.746 155.80 113.72 4.63 -7.29 446.2
1995 9 17 12 43544.2 2.267 178.93 113.72 6.21 -5.69 485.7
1995 9 18 12 43406.5 0.945 167.35 113.72 4.15 -8.21 453.1
1995 9 19 12 43268.9 0.352 178.24 113.72 1.54 -9.58 393.2
1995 9 20 12 43131.1 0.610 153.84 113.72 4.40 -6.35 509.4
1995 9 21 12 42993.5 0.112 161.18 113.72 3.68 -7.41 502.1
1995 9 22 12 42855.8 2.180 199.65 113.72 3.79 -8.44 477.3
1995 9 23 12 42718.3 1.341 192.61 113.72 4.75 -7.62 501.8
1995 9 24 12 42580.9 0.527 188.38 113.72 2.31 -8.48 462.4
1995 9 25 12 42443.7 0.372 194.50 113.72 2.48 -7.69 464.7
1995 9 26 12 42306.7 1.049 143.02 113.72 1.18 -9.42 389.1
1995 9 27 12 42170.0 0.395 168.85 113.72 2.82 -6.48 453.4
1995 9 28 12 42033.6 0.070 172.00 113.72 2.59 -8.24 463.7
1995 9 29 12 41897.5 0.267 161.16 113.72 1.76 -8.79 370.8
1995 9 30 12 41761.9 1.382 137.71 113.72 3.07 -7.74 484.8
1995 10 1 12 41626.6 1.402 177.52 113.72 0.20 -11.22 357.4
1995 10 2 12 41491.8 0.624 172.19 113.72 1.75 -9.18 400.4
1995 10 3 12 41357.6 3.727 152.27 113.72 2.26 -7.86 466.0
1995 10 4 12 41223.8 0.614 172.92 113.72 0.35 -9.75 413.5
1995 10 5 12 41090.7 1.945 160.77 113.72 -1.10 -11.61 355.2
1995 10 6 12 40958.2 0.604 167.09 113.72 -1.78 -11.31 346.4
1995 10 7 12 40826.3 0.207 142.55 113.72 0.80 -9.64 362.2
1995 10 8 12 40695.1 0.429 158.53 113.72 2.90 -7.64 382.4
1995 10 9 12 40564.7 1.663 157.39 113.72 -0.76 -10.36 436.8
1995 10 10 12 40435.1 1.338 148.88 113.72 0.63 -10.74 378.7
1995 10 11 12 40306.3 0.909 110.95 113.72 -3.89 -13.55 302.4
1995 10 12 12 40178.3 1.386 152.36 113.72 0.10 -11.47 393.1
1995 10 13 12 40051.3 1.245 152.11 113.72 -2.29 -13.31 310.5
1995 10 14 12 39925.2 1.421 133.07 113.72 -1.46 -13.72 302.7
1995 10 15 12 39800.0 1.442 154.58 113.72 -0.95 -11.55 404.6
1995 10 16 12 39675.8 1.746 148.43 113.72 -3.77 -13.51 352.1
1995 10 17 12 39552.7 0.204 149.67 113.72 3.23 -8.32 439.2
1995 10 18 12 39430.7 5.762 136.65 113.72 -2.60 -13.62 310.9
1995 10 19 12 39309.8 1.210 115.47 113.72 -0.99 -11.96 367.7
1995 10 20 12 39190.1 3.424 114.60 113.72 0.14 -10.84 400.7
1995 10 21 12 39071.5 1.263 149.03 113.72 -1.87 -13.51 337.6
1995 10 22 12 38954.2 1.356 121.13 113.72 -4.36 -15.13 333.9
1995 10 23 12 38838.1 0.517 124.41 113.72 -2.57 -12.11 327.7
1995 10 24 12 38723.3 0.626 147.83 113.72 -5.69 -16.89 254.5
1995 10 25 12 38609.8 0.037 102.05 113.72 -3.63 -14.25 331.8
1995 10 26 12 38497.7 5.406 108.88 113.72 -0.82 -11.45 353.9
1995 10 27 12 38387.0 3.210 143.71 113.72 -5.66 -16.78 293.0
1995 10 28 12 38277.7 0.547 132.04 113.72 -4.99 -15.56 329.0
1995 10 29 12 38169.9 1.256 99.80 113.72 -1.17 -12.28 356.2
1995 10 30 12 38063.6 2.093 122.04 113.72 -4.42 -14.88 313.8
1995 10 31 12 37958.7 0.274 130.23 113.72 -5.70 -16.56 262.6
1995 11 1 12 37855.5 0.505 110.03 113.72 -3.98 -15.90 273.2
1995 11 2 12 37753.8 1.135 103.85 113.72 -5.47 -17.71 284.4
1995 11 3 12 37653.8 4.300 99.21 113.72 -9.04 -21.55 143.9
1995 11 4 12 37555.3 0.573 136.25 113.72 -7.20 -18.33 258.1
1995 11 5 12 37458.6 2.310 138.24 113.72 -2.28 -12.41 337.0
1995 11 6 12 37363.5 5.919 132.96 113.72 -5.07 -16.45 245.6
1995 11 7 12 37270.2 3.707 139.19 113.72 -3.56 -14.56 339.1
1995 11 8 12 37178.7 0.249 138.99 113.72 -7.50 -18.82 244.5
1995 11 9 12 37088.9 0.791 96.15 113.72 -6.23 -17.70 226.4
1995 11 10 12 37000.9 1.259 133.03 113.72 -6.59 -15.63 282.3
1995 11 11 12 36914.8 0.515 118.83 113.72 -7.35 -18.79 220.4
1995 11 12 12 36830.5 3.392 144.80 113.72 -6.41 -18.29 241.3
1995 11 13 12 36748.2 0.222 166.27 113.72 -8.58 -20.10 183.3
1995 11 14 12 36667.7 0.664 111.74 113.72 -5.29 -16.03 331.6
1995 11 15 12 36589.2 2.061 109.32 113.72 -6.59 -17.84 209.9
1995 11 16 12 36512.6 1.466 107.37 113.72 -7.73 -18.30 188.5
1995 11 17 12 36438.0 0.541 113.46 113.72 -7.45 -18.84 219.7
1995 11 18 12 36365.4 5.619 115.13 113.72 -8.29 -19.56 149.2
1995 11 19 12 36294.9 0.378 150.52 113.72 -10.60 -21.97 137.4
1995 11 20 12 36226.3 3.252 112.41 113.72 -9.68 -20.55 170.0
1995 11 21 12 36159.9 2.593 103.15 113.72 -8.64 -18.87 223.1
1995 11 22 12 36095.5 2.772 109.15 113.72 -9.07 -19.22 209.7
1995 11 23 12 36033.3 0.137 95.96 113.72 -7.74 -17.42 258.7
1995 11 24 12 35973.2 1.496 82.56 113.72 -8.04 -19.89 178.7
1995 11 25 12 35915.2 2.097 104.93 113.72 -9.89 -21.53 158.1
1995 11 26 12 35859.3 2.444 141.59 113.72 -10.65 -22.19 173.6
1995 11 27 12 35805.7 1.352 119.38 113.72 -8.25 -19.05 150.8
1995 11 28 12 35754.2 3.021 98.35 113.72 -9.26 -20.92 194.2
1995 11 29 12 35704.9 1.469 110.31 113.72 -10.64 -21.99 95.9
1995 11 30 12 35657.9 0.583 142.29 113.72 -11.57 -21.83 163.8
1995 12 1 12 35613.1 0.642 107.11 113.72 -11.03 -20.97 196.1
1995 12 2 12 35570.6 2.724 90.35 113.72 -9.58 -19.83 212.7
1995 12 3 12 35530.3 0.697 104.33 113.72 -7.79 -18.33 214.7
1995 12 4 12 35492.2 3.450 112.55 113.72 -10.78 -22.11 165.4
1995 12 5 12 35456.5 0.705 108.81 113.72 -11.86 -22.64 118.8
1995 12 6 12 35423.1 0.380 124.02 113.72 -7.52 -17.41 293.3
1995 12 7 12 35391.9 8.796 103.42 113.72 -11.45 -21.72 190.5
1995 12 8 12 35363.1 5.873 66.49 113.72 -12.22 -22.32 125.2
1995 12 9 12 35336.6 2.095 108.44 113.72 -11.78 -21.82 205.0
1995 12 10 12 35312.4 1.056 107.18 113.72 -11.98 -23.05 144.9
1995 12 11 12 35290.6 3.752 105.99 113.72 -9.52 -19.81 169.8
1995 12 12 12 35271.1 10.910 87.98 113.72 -14.06 -25.17 131.7
1995 12 13 12 35253.9 1.248 130.44 113.72 -10.79 -21.11 227.1
1995 12 14 12 35239.2 9.073 84.08 113.72 -11.81 -21.63 159.7
1995 12 15 12 35226.7 1.099 85.55 113.72 -12.75 -22.31 164.8
