45.85 -122.5 basin centroid
Elevation: 400.0 m  Area: 210.0 km2

Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1995 1 25 12 36707.7 2.556 113.72 1.07 -5.27 -14.60 297.7
1995 1 26 12 36789.1 1.554 113.65 1.07 1.04 -6.90 454.3
1995 1 27 12 36872.4 1.399 135.44 1.07 -5.59 -13.91 327.5
1995 1 28 12 36957.6 0.732 125.25 1.07 -0.15 -9.76 430.3
1995 1 29 12 37044.7 0.444 120.67 1.07 -1.07 -8.59 429.6
1995 1 30 12 37133.6 2.548 101.12 1.07 -2.07 -10.76 351.8
1995 1 31 12 37224.2 0.253 109.66 1.07 -2.60 -11.33 383.1
1995 2 1 12 37316.7 2.954 96.94 1.07 -0.54 -8.59 375.6
1995 2 2 12 37410.8 0.668 109.84 1.07 0.00 -7.78 447.4
1995 2 3 12 37506.7 2.805 125.82 1.07 0.07 -9.36 427.2
1995 2 4 12 37604.3 1.730 130.81 1.07 0.14 -7.72 443.7
1995 2 5 12 37703.6 3.713 134.67 1.07 -3.74 -12.31 373.4
1995 2 6 12 37804.5 3.994 137.52 1.07 -2.43 -11.23 335.7
1995 2 7 12 37906.9 2.449 135.61 1.07 -2.30 -11.42 439.7
1995 2 8 12 38011.0 4.309 119.10 1.07 -1.19 -9.61 380.1
1995 2 9 12 38116.5 2.432 117.71 1.07 -0.78 -10.51 311.6
1995 2 10 12 38223.6 3.759 149.74 1.07 0.48 -8.79 385.8
1995 2 11 12 38332.2 3.377 125.48 1.07 -1.09 -11.04 467.2
1995 2 12 12 38442.2 2.923 127.25 1.07 0.21 -7.73 478.2
1995 2 13 12 38553.6 0.042 131.78 1.07 -1.41 -9.88 364.4
1995 2 14 12 38666.4 5.152 112.30 1.07 2.29 -6.12 512.9
1995 2 15 12 38780.5 0.624 133.06 1.07 -1.66 -10.63 425.8
1995 2 16 12 38896.0 0.534 113.51 1.07 -1.59 -10.34 349.6
1995 2 17 12 39012.7 1.176 147.56 1.07 -0.11 -8.86 459.4
1995 2 18 12 39130.6 0.901 132.68 1.07 1.33 -7.00 447.7
1995 2 19 12 39249.8 5.870 131.76 1.07 -1.46 -11.29 395.2
1995 2 20 12 39370.1 2.295 112.93 1.07 -0.63 -9.16 445.6
1995 2 21 12 39491.6 0.726 147.73 1.07 -0.63 -8.86 450.9
1995 2 22 12 39614.2 1.741 180.04 1.07 -1.51 -9.72 399.6
1995 2 23 12 39737.8 0.126 136.80 1.07 -0.68 -7.68 421.8
1995 2 24 12 39862.5 1.713 145.90 1.07 -0.76 -9.15 432.8
1995 2 25 12 39988.1 0.314 171.57 1.07 2.38 -5.52 514.3
1995 2 26 12 40114.7 5.016 184.70 1.07 0.76 -7.08 472.5
1995 2 27 12 40242.2 2.890 132.29 1.07 -0.11 -9.31 412.0
1995 2 28 12 40370.6 1.625 169.87 1.07 3.58 -4.39 532.4
1995 3 1 12 40499.8 5.280 111.37 1.07 3.63 -6.51 420.9
1995 3 2 12 40629.8 2.403 107.07 1.07 3.63 -5.62 509.5
1995 3 3 12 40760.6 6.246 128.78 1.07 0.51 -7.53 443.1
1995 3 4 12 40892.1 2.322 151.36 1.07 2.87 -6.62 500.9
1995 3 5 12 41024.3 3.193 128.29 1.07 4.68 -3.05 543.9
1995 3 6 12 41157.2 4.499 179.22 1.07 1.02 -6.74 483.3
1995 3 7 12 41290.6 4.516 161.53 1.07 1.44 -6.81 481.3
1995 3 8 12 41424.6 0.273 171.54 1.07 1.26 -7.10 446.8
1995 3 9 12 41559.2 0.803 158.39 1.07 2.39 -6.39 449.7
1995 3 10 12 41694.2 0.835 156.05 1.07 4.96 -3.49 558.3
1995 3 11 12 41829.7 2.845 165.04 1.07 2.48 -5.29 503.8
1995 3 12 12 41965.5 1.369 196.88 1.07 1.70 -5.97 488.9
1995 3 13 12 42101.8 0.175 172.01 1.07 2.56 -5.95 508.6
1995 3 14 12 42238.3 0.764 172.81 1.07 4.64 -5.02 518.2
1995 3 15 12 42375.2 0.674 155.97 1.07 -1.21 -10.03 440.1
1995 3 16 12 42512.3 10.140 158.07 1.07 3.78 -4.60 497.4
1995 3 17 12 42649.6 8.271 164.33 1.07 3.03 -4.92 517.7
1995 3 18 12 42787.0 4.942 185.10 1.07 2.57 -5.68 526.5
1995 3 19 12 42924.6 1.712 182.13 1.07 1.08 -6.47 452.0
1995 3 20 12 43062.3 3.885 148.98 1.07 4.82 -4.31 484.7
1995 3 21 12 43200.0 4.207 186.72 1.07 3.63 -5.50 487.1
1995 3 22 12 43337.7 0.848 192.17 1.07 4.94 -2.85 544.0
1995 3 23 12 43475.4 2.147 191.60 1.07 2.74 -6.58 475.3
1995 3 24 12 43613.0 0.882 192.68 1.07 1.77 -7.65 470.7
1995 3 25 12 43750.4 0.166 194.44 1.07 2.97 -5.57 504.5
1995 3 26 12 43887.7 3.070 192.38 1.07 4.66 -3.33 611.8
1995 3 27 12 44024.8 4.225 168.22 1.07 2.46 -5.96 519.2
1995 3 28 12 44161.7 1.754 204.13 1.07 5.59 -5.10 479.8
1995 3 29 12 44298.2 7.159 216.81 1.07 8.06 -0.64 614.0
1995 3 30 12 44434.5 4.321 211.34 1.07 2.02 -7.17 455.4
1995 3 31 12 44570.3 0.625 197.82 1.07 4.88 -2.76 564.2
1995 4 1 12 44705.8 1.740 193.95 1.07 5.88 -3.94 530.8
1995 4 2 12 44840.8 0.277 187.00 1.07 6.05 -2.09 505.3
1995 4 3 12 44975.4 5.959 169.64 1.07 8.50 -0.08 577.1
1995 4 4 12 45109.4 5.056 213.60 1.07 6.10 -2.29 558.8
1995 4 5 12 45242.8 3.100 178.19 1.07 6.50 -1.46 593.4
1995 4 6 12 45375.7 3.337 196.37 1.07 6.59 -2.18 523.4
1995 4 7 12 45507.9 3.265 197.37 1.07 8.06 -0.46 632.4
1995 4 8 12 45639.4 4.055 223.24 1.07 10.01 2.80 683.0
1995 4 9 12 45770.2 4.177 215.67 1.07 7.74 -0.05 569.5
1995 4 10 12 45900.2 0.903 197.78 1.07 10.24 2.39 647.6
1995 4 11 12 46029.4 0.291 206.59 1.07 8.29 0.41 635.3
1995 4 12 12 46157.8 5.244 206.46 1.07 6.46 -0.62 623.3
1995 4 13 12 46285.3 6.543 220.21 1.07 10.23 2.09 601.3
1995 4 14 12 46411.9 6.614 196.96 1.07 8.73 0.23 585.1
1995 4 15 12 46537.5 8.668 217.79 1.07 11.11 3.02 691.6
1995 4 16 12 46662.2 8.372 211.58 1.07 10.41 1.37 593.3
1995 4 17 12 46785.8 5.039 252.61 1.07 10.78 2.86 675.2
1995 4 18 12 46908.4 1.195 205.24 1.07 8.44 0.67 613.1
1995 4 19 12 47029.9 0.272 236.66 1.07 8.35 -0.51 583.6
1995 4 20 12 47150.2 1.557 213.16 1.07 9.94 1.24 554.4
1995 4 21 12 47269.4 6.794 219.34 1.07 8.17 -0.15 629.1
1995 4 22 12 47387.3 0.377 242.22 1.07 8.79 -0.31 571.6
1995 4 23 12 47504.0 2.811 231.29 1.07 9.49 0.07 583.5
1995 4 24 12 47619.5 2.613 222.56 1.07 8.99 0.20 618.4
1995 4 25 12 47733.6 6.811 220.06 1.07 10.87 2.33 646.8
1995 4 26 12 47846.4 4.101 247.36 1.07 11.27 3.20 664.1
1995 4 27 12 47957.8 1.309 222.25 1.07 10.65 2.50 645.6
1995 4 28 12 48067.8 2.950 223.33 1.07 9.77 1.14 606.1
1995 4 29 12 48176.4 2.768 219.60 1.07 10.60 2.47 630.7
1995 4 30 12 48283.5 0.679 257.99 1.07 12.40 3.38 685.4
1995 5 1 12 48389.0 2.119 213.06 1.07 11.89 2.08 613.3
1995 5 2 12 48493.1 6.010 237.26 1.07 12.61 3.85 657.5
1995 5 3 12 48595.5 3.158 239.00 1.07 11.32 2.92 659.9
1995 5 4 12 48696.4 1.982 217.01 1.07 13.49 4.43 707.2
1995 5 5 12 48795.7 3.290 231.91 1.07 14.23 4.46 666.6
1995 5 6 12 48893.3 0.426 231.36 1.07 11.30 2.01 615.6
1995 5 7 12 48989.2 6.793 228.84 1.07 12.77 3.21 655.5
1995 5 8 12 49083.3 11.506 240.43 1.07 11.17 1.48 602.7
1995 5 9 12 49175.8 0.130 244.46 1.07 15.09 6.53 726.9
1995 5 10 12 49266.4 2.918 236.36 1.07 17.38 9.74 727.4
1995 5 11 12 49355.3 0.252 271.68 1.07 15.60 7.03 785.6
1995 5 12 12 49442.4 2.837 232.57 1.07 14.21 6.56 729.0
1995 5 13 12 49527.6 3.329 247.18 1.07 14.86 4.18 629.8
1995 5 14 12 49610.9 4.578 245.94 1.07 15.67 7.23 727.2
1995 5 15 12 49692.3 2.801 254.08 1.07 13.11 4.96 700.8
1995 5 16 12 49771.8 9.095 248.91 1.07 15.27 6.06 717.4
1995 5 17 12 49849.4 4.293 233.96 1.07 15.34 6.03 680.5
1995 5 18 12 49924.9 1.211 257.04 1.07 15.22 6.34 763.6
1995 5 19 12 49998.5 1.524 248.31 1.07 15.10 7.22 769.8
1995 5 20 12 50070.1 1.435 263.44 1.07 16.05 6.52 690.7
1995 5 21 12 50139.7 0.683 261.19 1.07 14.59 5.34 716.1
1995 5 22 12 50207.1 2.784 259.14 1.07 15.15 5.50 682.0
1995 5 23 12 50272.5 1.538 264.76 1.07 16.87 8.75 733.7
1995 5 24 12 50335.9 5.168 242.92 1.07 16.56 7.40 719.9
1995 5 25 12 50397.0 3.349 253.40 1.07 16.82 8.14 784.3
1995 5 26 12 50456.1 13.948 269.28 1.07 18.42 10.20 773.0
1995 5 27 12 50513.0 0.970 256.70 1.07 16.98 7.98 766.8
1995 5 28 12 50567.8 5.867 242.18 1.07 16.98 7.21 700.4
1995 5 29 12 50620.3 1.164 238.68 1.07 18.44 10.24 824.5
1995 5 30 12 50670.7 1.765 266.34 1.07 20.27 12.14 833.0
1995 5 31 12 50718.8 0.425 246.93 1.07 17.08 9.76 806.8
1995 6 1 12 50764.8 1.933 254.90 1.07 18.62 10.27 767.3
1995 6 2 12 50808.5 0.743 277.25 1.07 17.70 9.16 846.5
1995 6 3 12 50849.9 16.532 243.91 1.07 16.82 8.44 825.7
1995 6 4 12 50889.0 3.376 274.67 1.07 18.35 9.61 714.8
1995 6 5 12 50925.9 4.224 242.26 1.07 19.45 10.83 853.9
1995 6 6 12 50960.5 1.557 275.60 1.07 17.43 8.35 770.9
1995 6 7 12 50992.8 12.122 260.50 1.07 20.50 12.11 856.0
1995 6 8 12 51022.8 6.255 232.61 1.07 18.37 10.00 812.0
1995 6 9 12 51050.5 3.715 240.25 1.07 18.43 9.70 820.8
1995 6 10 12 51075.8 1.535 245.87 1.07 20.36 11.00 801.6
1995 6 11 12 51098.8 9.634 261.00 1.07 19.76 9.98 753.9
1995 6 12 12 51119.5 3.329 276.08 1.07 18.39 9.36 766.9
1995 6 13 12 51137.8 3.502 265.22 1.07 17.65 8.54 746.6
1995 6 14 12 51153.7 4.416 246.63 1.07 22.31 13.39 868.0
1995 6 15 12 51167.4 8.038 281.36 1.07 20.12 11.15 822.3
1995 6 16 12 51178.6 7.749 258.86 1.07 22.78 15.55 895.4
1995 6 17 12 51187.5 0.941 246.16 1.07 19.35 10.44 787.7
1995 6 18 12 51194.0 3.146 258.20 1.07 20.70 11.03 840.5
1995 6 19 12 51198.1 2.606 260.13 1.07 18.46 9.87 765.2
1995 6 20 12 51199.9 3.226 247.20 1.07 18.90 9.99 822.4
1995 6 21 12 51199.3 6.844 274.27 1.07 19.86 12.75 853.3
1995 6 22 12 51196.4 8.718 254.54 1.07 23.10 14.74 877.9
1995 6 23 12 51191.0 0.949 247.47 1.07 21.05 13.17 833.2
1995 6 24 12 51183.3 1.317 268.99 1.07 22.43 13.85 918.7
1995 6 25 12 51173.3 1.749 265.67 1.07 23.93 15.48 857.2
1995 6 26 12 51160.8 6.846 271.42 1.07 22.40 13.37 880.3
1995 6 27 12 51146.1 6.173 270.93 1.07 22.41 13.77 871.3
1995 6 28 12 51128.9 3.462 249.38 1.07 21.33 12.01 832.2
1995 6 29 12 51109.4 0.325 257.36 1.07 23.38 14.43 849.8
1995 6 30 12 51087.6 1.800 225.15 1.07 21.83 13.48 846.3
1995 7 1 12 51063.4 0.132 260.67 1.07 23.06 14.76 964.9
1995 7 2 12 51036.9 2.273 261.97 1.07 20.93 12.51 882.8
1995 7 3 12 51008.1 2.331 255.05 1.07 22.52 13.43 898.7
1995 7 4 12 50976.9 0.844 243.39 1.07 22.18 15.35 928.3
1995 7 5 12 50943.5 2.168 273.28 1.07 21.11 12.43 856.6
1995 7 6 12 50907.8 1.637 238.92 1.07 19.53 11.12 866.0
1995 7 7 12 50869.7 2.784 279.24 1.07 22.17 14.58 898.4
1995 7 8 12 50829.4 0.605 233.50 1.07 22.42 13.07 932.5
1995 7 9 12 50786.9 3.305 251.89 1.07 20.28 11.53 869.2
1995 7 10 12 50742.1 1.114 221.22 1.07 22.04 14.91 909.2
1995 7 11 12 50695.1 0.457 243.60 1.07 22.30 14.06 901.2
1995 7 12 12 50645.8 0.647 258.07 1.07 23.55 15.58 910.3
1995 7 13 12 50594.3 8.880 258.66 1.07 22.37 13.48 922.3
1995 7 14 12 50540.7 0.209 249.79 1.07 22.99 14.06 864.2
1995 7 15 12 50484.8 0.785 245.30 1.07 21.73 12.27 865.8
1995 7 16 12 50426.8 2.347 287.67 1.07 21.50 14.51 894.4
1995 7 17 12 50366.7 2.206 250.43 1.07 21.78 12.82 833.2
1995 7 18 12 50304.5 1.880 293.56 1.07 21.32 11.64 846.0
1995 7 19 12 50240.1 0.831 273.40 1.07 21.64 13.98 797.9
1995 7 20 12 50173.7 1.139 239.70 1.07 22.78 13.65 900.3
1995 7 21 12 50105.1 1.490 241.76 1.07 22.82 14.78 942.8
1995 7 22 12 50034.6 0.286 272.60 1.07 22.66 14.60 876.8
1995 7 23 12 49962.0 7.677 226.75 1.07 22.45 14.68 883.4
1995 7 24 12 49887.4 0.894 267.90 1.07 23.96 14.24 879.7
1995 7 25 12 49810.8 4.174 244.41 1.07 23.93 15.63 944.0
1995 7 26 12 49732.3 2.248 208.09 1.07 22.17 12.70 900.6
1995 7 27 12 49651.8 2.813 227.53 1.07 24.25 15.70 953.9
1995 7 28 12 49569.5 2.645 240.10 1.07 24.03 16.11 958.2
1995 7 29 12 49485.2 0.408 235.11 1.07 22.10 12.12 854.4
1995 7 30 12 49399.1 5.229 231.20 1.07 20.91 11.96 779.3
1995 7 31 12 49311.1 0.137 218.89 1.07 21.26 11.90 832.4
1995 8 1 12 49221.3 0.670 239.68 1.07 21.89 13.42 896.6
1995 8 2 12 49129.8 1.982 262.20 1.07 21.25 11.75 862.9
1995 8 3 12 49036.5 1.289 260.91 1.07 20.20 12.15 837.5
1995 8 4 12 48941.4 0.710 255.52 1.07 20.07 11.27 769.7
1995 8 5 12 48844.7 4.598 233.79 1.07 20.93 12.28 872.7
1995 8 6 12 48746.2 2.839 253.70 1.07 20.63 12.21 818.4
1995 8 7 12 48646.2 2.254 210.80 1.07 18.60 7.77 729.6
1995 8 8 12 48544.5 1.373 242.67 1.07 22.64 13.19 895.1
1995 8 9 12 48441.3 2.740 256.30 1.07 22.87 15.44 914.0
1995 8 10 12 48336.4 3.648 242.50 1.07 22.14 12.55 878.5
1995 8 11 12 48230.1 0.859 205.97 1.07 18.01 8.57 730.4
1995 8 12 12 48122.3 0.316 215.80 1.07 20.81 11.92 836.1
1995 8 13 12 48013.0 0.231 218.36 1.07 21.69 13.72 825.0
1995 8 14 12 47902.3 4.903 210.82 1.07 22.80 13.09 892.8
1995 8 15 12 47790.2 0.403 220.96 1.07 24.10 15.29 930.6
1995 8 16 12 47676.7 0.406 223.26 1.07 20.77 13.15 834.2
1995 8 17 12 47561.9 3.338 220.16 1.07 20.89 12.54 843.9
1995 8 18 12 47445.8 1.659 208.91 1.07 21.29 11.90 856.5
1995 8 19 12 47328.5 6.451 237.88 1.07 19.58 11.81 806.6
1995 8 20 12 47209.9 0.989 217.35 1.07 19.21 10.34 755.3
1995 8 21 12 47090.2 1.607 197.51 1.07 21.58 13.35 865.8
1995 8 22 12 46969.3 1.191 210.98 1.07 21.16 11.94 862.0
1995 8 23 12 46847.3 4.417 208.06 1.07 19.73 11.92 808.7
1995 8 24 12 46724.2 1.413 187.89 1.07 17.57 8.70 814.4
1995 8 25 12 46600.0 1.146 208.23 1.07 16.59 8.17 775.5
1995 8 26 12 46474.8 1.254 231.99 1.07 19.57 9.51 829.1
1995 8 27 12 46348.7 0.105 207.67 1.07 19.50 12.09 810.5
1995 8 28 12 46221.7 0.472 207.41 1.07 19.06 11.51 800.0
1995 8 29 12 46093.7 1.621 217.17 1.07 20.65 11.10 802.2
1995 8 30 12 45964.9 2.301 198.69 1.07 19.49 12.12 886.3
1995 8 31 12 45835.3 2.494 189.97 1.07 16.07 6.40 730.1
1995 9 1 12 45704.9 2.213 215.56 1.07 21.89 12.28 839.9
1995 9 2 12 45573.7 1.932 203.42 1.07 14.99 6.22 765.5
1995 9 3 12 45441.8 1.106 176.69 1.07 17.79 9.34 750.2
1995 9 4 12 45309.3 2.198 207.22 1.07 16.97 9.08 789.5
1995 9 5 12 45176.2 1.068 204.50 1.07 19.05 10.38 804.6
1995 9 6 12 45042.4 4.788 172.17 1.07 16.24 6.79 784.2
1995 9 7 12 44908.2 1.265 161.19 1.07 19.01 11.27 853.8
1995 9 8 12 44773.4 0.402 185.71 1.07 17.39 8.65 758.4
1995 9 9 12 44638.1 9.389 232.50 1.07 18.79 10.70 865.3
1995 9 10 12 44502.5 0.026 228.64 1.07 13.95 6.12 727.9
1995 9 11 12 44366.4 0.743 214.36 1.07 17.08 8.04 778.3
1995 9 12 12 44230.0 1.255 178.96 1.07 18.27 9.47 801.4
1995 9 13 12 44093.3 1.945 176.47 1.07 15.35 7.27 796.8
1995 9 14 12 43956.3 3.482 168.07 1.07 17.35 9.52 718.0
1995 9 15 12 43819.1 0.862 167.64 1.07 17.13 8.05 777.1
1995 9 16 12 43681.7 0.550 194.11 1.07 16.92 8.29 833.9
1995 9 17 12 43544.2 0.669 209.47 1.07 15.83 6.12 684.5
1995 9 18 12 43406.5 3.606 178.28 1.07 17.29 8.36 738.0
1995 9 19 12 43268.9 2.119 172.47 1.07 16.54 9.13 789.6
1995 9 20 12 43131.1 0.879 165.44 1.07 16.27 6.21 762.0
1995 9 21 12 42993.5 0.253 174.68 1.07 14.79 7.64 763.0
1995 9 22 12 42855.8 1.822 163.63 1.07 13.99 6.87 731.0
1995 9 23 12 42718.3 0.156 154.04 1.07 16.00 6.45 728.7
1995 9 24 12 42580.9 2.124 176.51 1.07 14.04 4.60 681.2
1995 9 25 12 42443.7 2.123 160.36 1.07 17.08 8.49 756.0
1995 9 26 12 42306.7 0.667 163.18 1.07 17.78 8.86 736.4
1995 9 27 12 42170.0 2.977 169.92 1.07 13.47 5.72 778.2
1995 9 28 12 42033.6 0.560 137.28 1.07 13.11 5.13 708.0
1995 9 29 12 41897.5 0.859 143.99 1.07 14.81 6.15 692.7
1995 9 30 12 41761.9 3.082 167.58 1.07 14.41 4.76 728.9
1995 10 1 12 41626.6 2.371 146.81 1.07 13.71 4.90 628.0
1995 10 2 12 41491.8 2.739 163.64 1.07 14.43 7.87 718.6
1995 10 3 12 41357.6 2.426 150.56 1.07 14.42 6.01 729.3
1995 10 4 12 41223.8 3.353 164.43 1.07 12.01 4.57 690.0
1995 10 5 12 41090.7 1.626 134.89 1.07 11.68 3.40 684.9
1995 10 6 12 40958.2 0.671 145.13 1.07 9.96 2.77 628.0
1995 10 7 12 40826.3 0.625 180.32 1.07 10.03 1.39 614.9
1995 10 8 12 40695.1 2.531 160.48 1.07 10.93 3.32 660.4
1995 10 9 12 40564.7 2.614 167.55 1.07 11.65 3.85 652.3
1995 10 10 12 40435.1 2.225 152.48 1.07 13.16 4.64 659.2
1995 10 11 12 40306.3 0.706 131.99 1.07 12.67 4.16 730.0
1995 10 12 12 40178.3 1.742 138.69 1.07 12.25 2.49 618.2
1995 10 13 12 40051.3 0.558 138.69 1.07 11.05 2.16 635.4
1995 10 14 12 39925.2 2.754 137.48 1.07 14.49 7.90 728.8
1995 10 15 12 39800.0 0.878 165.63 1.07 9.15 2.00 621.6
1995 10 16 12 39675.8 4.047 141.34 1.07 10.35 1.70 590.4
1995 10 17 12 39552.7 0.087 122.64 1.07 11.03 1.77 596.6
1995 10 18 12 39430.7 0.338 132.08 1.07 8.69 1.10 610.9
1995 10 19 12 39309.8 0.353 147.17 1.07 9.65 1.31 616.1
1995 10 20 12 39190.1 0.215 117.15 1.07 7.73 -0.46 598.7
1995 10 21 12 39071.5 6.880 155.03 1.07 9.18 0.36 670.1
1995 10 22 12 38954.2 1.193 159.35 1.07 11.70 4.32 692.9
1995 10 23 12 38838.1 1.016 123.70 1.07 9.53 1.16 607.9
1995 10 24 12 38723.3 1.152 143.12 1.07 11.97 3.89 606.8
1995 10 25 12 38609.8 0.047 148.27 1.07 11.00 1.58 592.3
1995 10 26 12 38497.7 0.046 117.63 1.07 6.45 -2.76 597.6
1995 10 27 12 38387.0 1.373 125.54 1.07 6.73 -2.77 566.2
1995 10 28 12 38277.7 0.619 126.63 1.07 10.40 2.18 652.9
1995 10 29 12 38169.9 0.043 135.25 1.07 7.90 -0.61 604.1
1995 10 30 12 38063.6 0.885 150.48 1.07 5.63 -4.02 484.3
1995 10 31 12 37958.7 2.597 123.56 1.07 9.07 0.74 625.1
1995 11 1 12 37855.5 1.204 103.55 1.07 9.75 1.26 618.0
1995 11 2 12 37753.8 1.121 98.85 1.07 9.47 -0.61 621.0
1995 11 3 12 37653.8 1.109 112.82 1.07 7.79 -1.38 567.6
1995 11 4 12 37555.3 0.147 119.05 1.07 8.62 0.23 580.1
1995 11 5 12 37458.6 0.362 140.29 1.07 7.42 -2.00 569.0
1995 11 6 12 37363.5 0.168 95.30 1.07 4.99 -3.81 510.2
1995 11 7 12 37270.2 0.187 117.68 1.07 7.92 -1.28 591.8
1995 11 8 12 37178.7 1.693 141.70 1.07 5.73 -4.14 517.8
1995 11 9 12 37088.9 2.253 124.53 1.07 8.63 -1.66 596.0
1995 11 10 12 37000.9 0.025 99.11 1.07 5.15 -4.40 483.7
1995 11 11 12 36914.8 0.016 119.37 1.07 5.12 -1.89 608.8
1995 11 12 12 36830.5 1.770 115.11 1.07 3.65 -5.94 493.0
1995 11 13 12 36748.2 1.386 133.68 1.07 6.18 -2.56 549.5
1995 11 14 12 36667.7 0.707 125.03 1.07 7.75 -0.90 611.8
1995 11 15 12 36589.2 4.563 117.41 1.07 5.92 -1.13 598.2
1995 11 16 12 36512.6 2.262 120.83 1.07 4.66 -5.60 507.4
1995 11 17 12 36438.0 1.536 112.26 1.07 3.67 -5.50 503.4
1995 11 18 12 36365.4 0.741 99.40 1.07 3.19 -5.19 517.7
1995 11 19 12 36294.9 0.121 120.99 1.07 5.83 -2.88 535.0
1995 11 20 12 36226.3 2.526 99.37 1.07 2.87 -6.08 496.0
1995 11 21 12 36159.9 0.192 114.20 1.07 0.51 -7.66 430.7
1995 11 22 12 36095.5 1.274 118.63 1.07 7.97 -2.34 529.6
1995 11 23 12 36033.3 3.181 88.71 1.07 3.73 -5.12 482.3
1995 11 24 12 35973.2 0.209 103.53 1.07 2.56 -6.52 417.8
1995 11 25 12 35915.2 0.604 129.65 1.07 1.95 -5.96 443.7
1995 11 26 12 35859.3 0.449 125.76 1.07 3.61 -6.71 456.0
1995 11 27 12 35805.7 0.785 111.65 1.07 0.89 -7.91 393.5
1995 11 28 12 35754.2 2.190 101.96 1.07 1.53 -7.24 443.4
1995 11 29 12 35704.9 0.171 100.08 1.07 2.95 -6.03 504.4
1995 11 30 12 35657.9 0.523 93.63 1.07 0.83 -8.28 424.5
1995 12 1 12 35613.1 0.062 102.16 1.07 0.23 -8.52 417.8
1995 12 2 12 35570.6 1.200 122.16 1.07 1.04 -6.72 460.5
1995 12 3 12 35530.3 0.492 92.94 1.07 1.26 -6.86 384.0
1995 12 4 12 35492.2 0.031 82.89 1.07 1.17 -8.04 442.2
1995 12 5 12 35456.5 1.190 116.30 1.07 0.99 -8.24 456.1
1995 12 6 12 35423.1 1.624 95.79 1.07 1.67 -7.85 471.1
1995 12 7 12 35391.9 0.564 86.17 1.07 0.07 -7.78 429.7
1995 12 8 12 35363.1 2.065 101.15 1.07 1.42 -7.71 489.6
1995 12 9 12 35336.6 0.579 95.38 1.07 -0.04 -9.67 413.7
1995 12 10 12 35312.4 0.399 100.92 1.07 0.52 -8.06 468.1
1995 12 11 12 35290.6 0.162 107.26 1.07 -0.38 -8.82 413.7
1995 12 12 12 35271.1 1.496 105.01 1.07 -2.27 -11.16 420.1
1995 12 13 12 35253.9 1.240 106.23 1.07 0.78 -7.80 429.0
1995 12 14 12 35239.2 1.025 101.26 1.07 1.81 -7.00 470.6
1995 12 15 12 35226.7 2.189 72.36 1.07 0.47 -7.79 444.7
1995 12 16 12 35216.7 3.228 100.18 1.07 -1.88 -10.33 355.8
1995 12 17 12 35209.0 1.268 79.48 1.07 -2.13 -11.31 420.0
1995 12 18 12 35203.6 2.359 87.96 1.07 1.02 -7.13 447.1
1995 12 19 12 35200.7 2.883 88.16 1.07 0.27 -9.09 381.8
1995 12 20 12 35200.1 3.159 107.30 1.07 -0.22 -9.75 379.8
1995 12 21 12 35201.9 0.892 71.92 1.07 0.72 -7.81 467.5
1995 12 22 12 35206.0 0.687 95.79 1.07 0.35 -8.02 488.2
1995 12 23 12 35212.5 0.929 97.41 1.07 -0.56 -8.54 402.2
